user_id,timestamp,event_type,device_type,product_id,price
676eb598-d426-45b9-9b2d-74e80fa5e712,2026-02-07 10:32:28.983900,purchase,web,40,493.92837241810867
7d1b5546-d1d6-4071-a987-40395c2edf61,2026-02-07 10:32:28.983900,user_signup,web,62,390.23740420548637
19ec28b2-0346-47ae-9f06-fd71d8f7ac77,2026-02-07 10:32:28.983900,user_signup,web,47,118.72948291236106
34751793-903a-4fbf-9bc0-65739377d937,2026-02-07 10:32:28.983900,user_signup,mobile,75,454.92184208870856
5423ea23-80b9-4356-8cc8-08fcca2319bb,2026-02-07 10:32:28.983900,product_view,mobile,70,358.2294779277643
b3ba4202-f500-43c7-97a4-b7a7c1543f8c,2026-02-07 10:32:28.983900,product_view,mobile,20,208.72277911578516
7339e284-db3e-46f2-a4e9-402a479f77ed,2026-02-07 10:32:28.983900,product_view,web,69,128.27611798446563
f7dc5ac8-d435-48e6-9219-d4b0bc1be19b,2026-02-07 10:32:28.983900,add_to_cart,mobile,68,466.9847852348992
0ddb75d1-96aa-41cb-a6a2-14b17302c4c0,2026-02-07 10:32:28.983900,add_to_cart,web,61,99.62537736680514
52e3f17b-152a-4f8c-8b70-7cfc0883b101,2026-02-07 10:32:28.983900,purchase,web,8,91.351743830535
c7ad0abb-f971-46b9-994b-c466e23dea43,2026-02-07 10:32:28.983900,purchase,mobile,93,361.190482702732
ddfe80a6-aeb8-4458-bfb7-fc8a8e87c986,2026-02-07 10:32:28.983900,purchase,mobile,23,121.48082066908859
dea080f7-d7a7-432b-92ea-ebd159133c17,2026-02-07 10:32:28.983900,product_view,web,11,14.901593763725941
73ee48ad-8870-401a-8e75-f6d3a4478006,2026-02-07 10:32:28.983900,user_signup,mobile,48,20.27248113704789
7b1da224-8744-4aa3-b938-63ac8970eff9,2026-02-07 10:32:28.983900,user_signup,mobile,5,50.05488330532312
a55b2b63-6510-4f44-952b-d77b810f08dc,2026-02-07 10:32:28.983900,purchase,web,16,166.7369987118036
a20ecadc-4c76-4871-a64b-9ccc038cffae,2026-02-07 10:32:28.983900,purchase,mobile,66,28.433412163330548
8b59f41a-a42a-4c3a-a567-dcda60d141f5,2026-02-07 10:32:28.983900,user_signup,web,84,203.46242605209082
49408c31-aad4-4efc-8ee1-ee3cf1c158c5,2026-02-07 10:32:28.983900,add_to_cart,mobile,97,103.30340311731749
3bbc17f6-d381-41a6-9394-67920fb35eb3,2026-02-07 10:32:28.983900,purchase,web,82,493.8992524006106
592b3865-fa42-4c53-a8f5-d552c8c9a2d6,2026-02-07 10:32:28.983900,product_view,mobile,7,109.94306968709944
cc7278fc-081d-4d93-9238-a8c0584348c9,2026-02-07 10:32:28.983900,add_to_cart,mobile,76,322.41802433513516
723a2603-65d9-4a3b-9a81-a91151386b9f,2026-02-07 10:32:28.983900,purchase,web,65,224.002039343299
809edb32-d361-4586-a4a9-119ad2003aaf,2026-02-07 10:32:28.983900,product_view,mobile,1,186.60817810555537
4389f574-512d-41ef-a215-6bf0e01bfafb,2026-02-07 10:32:28.983900,purchase,mobile,71,200.37733080516625
54024f42-c4f2-4a09-99f0-93caaad08249,2026-02-07 10:32:28.983900,purchase,mobile,1,20.952567230488633
20719108-0b23-41a9-8e15-a9859fa7c4a5,2026-02-07 10:32:28.983900,user_signup,web,94,396.6775624007249
9e5aa6b5-efe6-4979-9d77-a92b9e1dca62,2026-02-07 10:32:28.983900,product_view,mobile,43,326.7405022652754
e6da8e83-088f-4b69-873c-fbafaafadc79,2026-02-07 10:32:28.983900,product_view,web,35,260.0121526626533
b2918acb-58d9-472b-a9ff-40d6295ade1e,2026-02-07 10:32:28.983900,product_view,mobile,56,160.4087683125409
74c9f618-9f7f-45da-959e-34aa042b88e8,2026-02-07 10:32:28.983900,add_to_cart,web,94,133.98113933452834
181ab1ba-05d2-41ce-a3cd-45cdf6302d1f,2026-02-07 10:32:28.983900,product_view,mobile,60,26.21820451715302
ad79d57d-c9d4-469f-bde1-839ff148c9f1,2026-02-07 10:32:28.983900,add_to_cart,mobile,85,238.9147085133467
e644027c-c540-4f48-bfed-7326e122b985,2026-02-07 10:32:28.983900,add_to_cart,mobile,70,454.97601051237206
a7aafb43-eddc-4f86-bb94-5cc966dfd8d5,2026-02-07 10:32:28.983900,add_to_cart,mobile,6,484.55444454491527
ca28ce0a-943c-4301-822f-8a73319cb1fa,2026-02-07 10:32:28.983900,purchase,web,85,120.90367162674976
46ff5e42-6e9a-45ba-9d74-3b62596c125d,2026-02-07 10:32:28.983900,add_to_cart,mobile,77,389.4990765176828
fc657523-8647-4c58-887b-13565d7f79f9,2026-02-07 10:32:28.983900,product_view,mobile,81,456.39264523798465
b3a93978-85f0-48b1-9051-2049d0cba145,2026-02-07 10:32:28.983900,purchase,mobile,50,144.59527960322112
45757df0-dca3-4ac7-9762-4ca5980032df,2026-02-07 10:32:28.983900,purchase,web,71,187.44228961724428
bf52488a-cb60-4c8f-ae30-ba2135966536,2026-02-07 10:32:28.983900,product_view,mobile,94,324.96572412106946
4ccaa816-5e0d-43e2-9d62-2d8ce037f99e,2026-02-07 10:32:28.983900,purchase,mobile,84,181.76870857976158
112cfc42-f123-4669-8f3e-ad43aaf93f82,2026-02-07 10:32:28.983900,user_signup,web,67,50.64689574087314
030400e9-8957-42eb-b820-b0a4e68dc4d4,2026-02-07 10:32:28.983900,add_to_cart,web,14,493.55493217610035
3f5c7985-3e53-4699-bf9a-34400ad147d0,2026-02-07 10:32:28.983900,product_view,mobile,24,474.5737298939047
8e5da175-2abc-4bb0-b5df-56cd3fa21e54,2026-02-07 10:32:28.983900,purchase,web,87,230.8740215976236
4294ff92-cc64-4819-a2da-6041a5251c6d,2026-02-07 10:32:28.983900,purchase,web,32,191.44150313091862
ae372dff-a480-4272-965a-e56655fcf9e2,2026-02-07 10:32:28.983900,purchase,mobile,93,84.22963522412701
e6f085aa-45ec-4ef3-88e3-d6cc9d2fde7b,2026-02-07 10:32:28.983900,purchase,web,6,475.6412805996102
f9137816-daf5-4216-a26e-95fbd811fef9,2026-02-07 10:32:28.983900,user_signup,web,81,157.6528723040461
55560ed9-cf02-48b0-8a48-075c36334741,2026-02-07 10:32:28.983900,product_view,mobile,28,282.6941561504858
b0eb36a9-09a8-4141-9631-3bef5bef5ddf,2026-02-07 10:32:28.983900,user_signup,web,52,450.85813504426375
ee560054-9c1e-4100-a7bf-fc32708d5666,2026-02-07 10:32:28.983900,add_to_cart,mobile,53,73.04250672462548
0fca9616-a9a8-40dd-82b9-546e8e0402ab,2026-02-07 10:32:28.983900,purchase,mobile,27,274.4091081206987
15f9cf9b-7a59-441c-9c89-95a26cb20807,2026-02-07 10:32:28.983900,purchase,web,3,132.63036510573062
6ad1f511-b3df-4ed1-8696-769f182ceae9,2026-02-07 10:32:28.983900,purchase,mobile,86,498.1656307637025
e3c4ea00-f433-423e-aea5-d7fd9ca970e2,2026-02-07 10:32:28.983900,user_signup,mobile,39,222.2288030618459
986523e9-16d3-4a49-aa2a-d0c913b91cc1,2026-02-07 10:32:28.983900,add_to_cart,web,30,228.66811860246395
b71f57a8-bed4-436a-bea0-1093102f0680,2026-02-07 10:32:28.983900,product_view,web,55,159.26330293863734
f97570ed-ed58-4ac1-bfdb-1390cb6cdd05,2026-02-07 10:32:28.983900,purchase,mobile,94,199.072261702569
a98b4d8d-d586-4070-b727-2bc2ea1ec630,2026-02-07 10:32:28.983900,add_to_cart,mobile,85,275.90356177179393
956d116a-511d-40e4-903e-5eff18899b36,2026-02-07 10:32:28.983900,add_to_cart,web,68,444.9878208895481
dbbc4015-1ad6-470c-942c-ccaf25244500,2026-02-07 10:32:28.983900,product_view,web,28,365.60861718300333
2fd86843-afdc-4941-96c8-c192aae94aca,2026-02-07 10:32:28.983900,product_view,web,69,327.4775299438854
08db17bb-9de6-4b6e-a55e-0c6a3c1527c0,2026-02-07 10:32:28.983900,user_signup,web,40,145.97595370450773
8173ac72-b8f3-41ec-9eb9-5894845a0f09,2026-02-07 10:32:28.983900,purchase,web,90,287.1615517169318
b6108965-c1a7-44ba-90db-bd2e3f4c114f,2026-02-07 10:32:28.983900,user_signup,mobile,37,445.61605089278595
1c790d80-1526-4187-9bab-d780537d7eac,2026-02-07 10:32:28.983900,product_view,mobile,60,21.1917685181935
b90127cd-13b6-4d55-a5fb-d2a1fe70f73f,2026-02-07 10:32:28.983900,product_view,web,69,286.3699922488404
c856bd95-5f06-46db-8f40-e3f60c2926c1,2026-02-07 10:32:28.983900,product_view,mobile,37,370.5976005379073
c115eb0d-84e5-489a-8f95-2875e74987f0,2026-02-07 10:32:28.983900,user_signup,web,60,39.08622275101089
02e75a15-8ff2-431b-af5c-f939a876253b,2026-02-07 10:32:28.983900,add_to_cart,mobile,51,468.20824775630615
fda48aa8-b7d7-48eb-86c6-d2be59b2e093,2026-02-07 10:32:28.983900,purchase,web,13,453.1299995839068
e7830299-41e9-47bd-ab83-2e40264fa125,2026-02-07 10:32:28.983900,product_view,mobile,18,304.2047413136239
6079c846-385a-4968-bb72-5f8859f7e705,2026-02-07 10:32:28.983900,product_view,web,56,163.72402109055503
d5c96943-7cff-4fe0-90c1-b6b74346b234,2026-02-07 10:32:28.983900,add_to_cart,web,98,147.65690613212593
abc83e29-79c1-4f28-b066-871d1e6ea887,2026-02-07 10:32:28.983900,add_to_cart,web,16,291.3284637151035
d116a022-068a-44bd-9414-6101054fd578,2026-02-07 10:32:28.983900,user_signup,web,22,371.88191194208
243fc806-ec36-482d-b709-71fbf0797df4,2026-02-07 10:32:28.983900,add_to_cart,mobile,65,425.34587578709363
a4ef1023-c395-469f-9502-c4b15ab9b290,2026-02-07 10:32:28.983900,user_signup,web,29,150.0878341726078
1a203af0-226e-40f9-ba55-9bbd8fd6b5e1,2026-02-07 10:32:28.983900,product_view,mobile,84,209.8714393760349
3ac55993-207d-4c98-9e95-39121ab00117,2026-02-07 10:32:28.983900,purchase,web,10,193.38696387314712
83156dfa-4d04-4644-be19-4967340324b9,2026-02-07 10:32:28.983900,user_signup,mobile,1,464.4195318473929
d4e0f879-95e7-407f-9039-6609fe236ffa,2026-02-07 10:32:28.983900,user_signup,mobile,40,184.72327082098178
5ef6eae8-cd77-4a79-b03b-8cd090611d62,2026-02-07 10:32:28.983900,product_view,mobile,25,437.95267744778516
4993e83c-4a67-4512-9b18-fa4acbc5823d,2026-02-07 10:32:28.983900,purchase,mobile,56,65.97234760185029
e0c650ca-58c4-44e5-b631-4bd91856bd8e,2026-02-07 10:32:28.983900,purchase,mobile,93,324.079740483112
ae14d1c5-a2cb-4e76-8c79-c5a7dab6942b,2026-02-07 10:32:28.983900,purchase,web,82,451.03137088292084
78902241-5ea6-4930-a569-8b9d9e1992e2,2026-02-07 10:32:28.983900,product_view,mobile,35,233.36852328264888
3b4a5ef9-df1d-4698-876d-d8ed17e21b01,2026-02-07 10:32:28.983900,user_signup,mobile,4,186.50311971300457
b2e404fb-d6bb-4a70-b958-e247866e6c63,2026-02-07 10:32:28.983900,product_view,mobile,32,332.72708984508364
d86b2a64-1452-430c-bf98-b7ec29dbcc9a,2026-02-07 10:32:28.983900,add_to_cart,mobile,41,180.40728650215019
513caead-4e6e-4ba7-bcfe-4f68f52481eb,2026-02-07 10:32:28.983900,add_to_cart,mobile,30,102.45791305337353
122bb9c0-4b63-46d9-8a3e-0d754765f6f7,2026-02-07 10:32:28.983900,user_signup,mobile,89,349.8175474264654
46198ce7-1c16-43a6-be86-aacf0824c37e,2026-02-07 10:32:28.983900,user_signup,web,28,175.81607388970195
2329bbd2-0505-4861-92c3-6c9ab7ab8b21,2026-02-07 10:32:28.983900,add_to_cart,mobile,33,133.23327190107497
78d2bda8-78dc-46cf-8a70-534fc8be6296,2026-02-07 10:32:28.983900,user_signup,mobile,40,287.5419740256409
405fa6fe-e5bb-4e9c-8c5a-467246a13065,2026-02-07 10:32:28.983900,purchase,mobile,9,293.29648225003143
79d0b436-fa34-4d7a-9e39-0c86b78fbe03,2026-02-07 10:32:28.983900,user_signup,mobile,40,71.59523109258826
c26c333f-0878-4c58-9f43-426590256cf2,2026-02-07 10:32:28.983900,user_signup,mobile,83,470.6033437362859
f6be4810-f38f-403c-8c45-3f0a1bfef98b,2026-02-07 10:32:28.983900,purchase,mobile,21,86.21914445470284
4b563b95-b655-41e5-8928-91a4abb175c9,2026-02-07 10:32:28.983900,add_to_cart,web,33,90.1114149859778
66f88090-9ca8-4ae8-b170-f85450a376cc,2026-02-07 10:32:28.983900,add_to_cart,web,64,373.8760632990634
70afe83b-096b-4694-8cb0-4e2fc58f5b96,2026-02-07 10:32:28.983900,purchase,mobile,98,26.984146138214886
e9b66fc0-462c-46e1-b542-403baea90fb9,2026-02-07 10:32:28.983900,user_signup,mobile,15,256.19438898594365
17da4be2-9bd1-4552-bfca-8d69d85c65da,2026-02-07 10:32:28.983900,user_signup,web,60,317.01703778636977
d78d9034-ebaf-4de0-9bfb-7a383eeca595,2026-02-07 10:32:28.983900,purchase,web,72,90.94172453395733
6e53d0ed-b85c-4416-b6c8-3712e3acedc5,2026-02-07 10:32:28.983900,user_signup,mobile,14,386.5183757649635
5baa4115-713e-4bdc-9378-769499f60e42,2026-02-07 10:32:28.983900,user_signup,mobile,78,140.1482518483951
2bf49091-da7f-4dea-a899-146fa8ec2623,2026-02-07 10:32:28.983900,add_to_cart,web,48,178.1125708683654
64d0fb55-325d-4400-b3d2-420a9b50ebeb,2026-02-07 10:32:28.983900,user_signup,web,84,49.071840533244895
d5c067ad-829e-4c1d-b988-34cf38477f3e,2026-02-07 10:32:28.983900,add_to_cart,mobile,98,499.69369654971143
5563b21d-700a-455f-ad43-8a3c1f6d351f,2026-02-07 10:32:28.983900,product_view,web,44,231.37139844812387
67f465d5-8054-4c39-bc35-3be6b99e0259,2026-02-07 10:32:28.983900,add_to_cart,mobile,29,257.30496044647754
7a32a6ff-8012-4dea-9028-b9a4a1149253,2026-02-07 10:32:28.983900,product_view,web,23,42.022342612016025
c982b0c7-0424-4a03-be06-513878caeaed,2026-02-07 10:32:28.983900,add_to_cart,web,41,114.4098276406921
0357e05c-6655-4375-89e2-e4ef0df04825,2026-02-07 10:32:28.983900,product_view,web,6,413.75898071190517
11cb081f-3af7-4c7d-9b58-ac521184b0c2,2026-02-07 10:32:28.983900,product_view,mobile,20,295.9942191660459
2c79f3aa-3e69-4a8a-a215-5483da558523,2026-02-07 10:32:28.983900,product_view,mobile,90,74.33355799247218
22833fc4-4aa1-4d15-a604-ce792d2f05f5,2026-02-07 10:32:28.983900,add_to_cart,web,10,140.3441683630976
dea09d31-ee22-44b3-bf50-efd4d89778ba,2026-02-07 10:32:28.983900,add_to_cart,mobile,70,143.3163673970594
018a50a5-b7a5-406f-9dc8-3d1d2665620c,2026-02-07 10:32:28.983900,purchase,mobile,58,105.55546889191488
99a2c69b-be07-4441-bf4d-08254ddffdde,2026-02-07 10:32:28.983900,add_to_cart,web,45,25.12777882579134
1f8377a0-1af4-47cd-86d1-e48a2439520a,2026-02-07 10:32:28.983900,user_signup,mobile,45,147.62064027955788
3dd908e5-ba95-41b6-8b47-a5a5d4ab5ff1,2026-02-07 10:32:28.983900,add_to_cart,mobile,30,479.84414262994045
5942ff92-c605-4361-a5e1-45b0ce8c0152,2026-02-07 10:32:28.983900,add_to_cart,web,64,51.849602358124
bc1f2629-a443-430f-9669-2b3df79c5a8e,2026-02-07 10:32:28.983900,add_to_cart,web,66,423.83294152866307
75b0a6e8-3867-4b9d-af75-947987e074ec,2026-02-07 10:32:28.983900,user_signup,mobile,98,13.73240766942345
f677cef7-5b63-423a-bb4a-f19f5c2af90b,2026-02-07 10:32:28.983900,add_to_cart,mobile,17,450.2384871129956
faf194b2-ce1f-4080-8758-8c03600415da,2026-02-07 10:32:28.983900,user_signup,mobile,92,216.80930898909074
418728cb-3236-493b-86f2-0c26c2e3a21c,2026-02-07 10:32:28.983900,add_to_cart,web,31,467.29154983718126
50e5ae0f-da59-4b47-b6ca-321d991d0a41,2026-02-07 10:32:28.983900,user_signup,mobile,92,466.295683366321
d9a6735b-42b6-4a64-86c0-5a49d52a6e8b,2026-02-07 10:32:28.983900,user_signup,mobile,48,392.5833350068507
6ffd6476-5fdb-4cb5-98e1-e8e2fe21c51c,2026-02-07 10:32:28.983900,purchase,web,52,54.6673346286788
61ef4220-c449-45c3-9a07-6bb29f570866,2026-02-07 10:32:28.983900,purchase,mobile,69,378.19450474125716
a4f54c7b-3be3-44b2-8163-ebcb2291ad43,2026-02-07 10:32:28.983900,product_view,mobile,79,105.94310449051916
281f19a6-f921-4769-9c2f-7e0d4df09576,2026-02-07 10:32:28.983900,user_signup,web,6,347.8386322211158
1be36aab-73e9-4437-9fd6-03f960bdcc73,2026-02-07 10:32:28.983900,purchase,web,94,15.56818936963662
f02caa06-e677-459d-8165-e4a24fbb9978,2026-02-07 10:32:28.983900,user_signup,web,56,192.84582157314864
1f57f17c-ca5d-4a45-9a45-f0066af3620f,2026-02-07 10:32:28.983900,user_signup,web,99,126.63013389079624
18fd55b4-b71e-4cd9-8611-47e37c8391e2,2026-02-07 10:32:28.983900,add_to_cart,mobile,99,426.85815701961906
023a4770-233f-48ce-a5ee-6517f2e51d39,2026-02-07 10:32:28.983900,purchase,mobile,87,194.26047870768153
51fb8097-e4cc-49fd-bebe-ce2c28e66532,2026-02-07 10:32:28.983900,user_signup,mobile,27,265.7677823739739
7ecf72dc-a6c2-4232-9bc5-fee04878c909,2026-02-07 10:32:28.983900,product_view,web,65,297.18717660000743
bd6cf3bb-9620-4e6e-b3f6-39448f8f7ff5,2026-02-07 10:32:28.983900,product_view,mobile,88,17.641942610044953
f68aa9ac-d999-423d-87d0-95897c1dc822,2026-02-07 10:32:28.983900,user_signup,web,61,408.9240223898807
22a3e45a-60a0-4254-8acd-ad0da0e92640,2026-02-07 10:32:28.983900,user_signup,mobile,54,405.68660377910624
78ef731d-dd02-4610-a1ab-3bbfb28c0e69,2026-02-07 10:32:28.983900,user_signup,mobile,4,100.66913077048548
24d2d52f-2ea5-41d2-8044-68778a4d1d45,2026-02-07 10:32:28.983900,user_signup,web,39,453.80386618155796
a8972044-6e93-435f-b0b1-751ae3706493,2026-02-07 10:32:28.983900,user_signup,web,19,428.71445833914856
7f5bea75-92ed-4141-bc6a-8961967b60ba,2026-02-07 10:32:28.983900,product_view,mobile,50,8.939346689401448
fb9b7caa-cba7-493e-a118-189ff24fc00a,2026-02-07 10:32:28.983900,user_signup,mobile,23,196.56300355889815
1fa3e8c4-8a31-4667-81ec-cc495ed871a9,2026-02-07 10:32:28.983900,add_to_cart,web,71,134.7107860462611
e7d9ba03-1c3a-492b-a408-d0bddaf491d4,2026-02-07 10:32:28.983900,add_to_cart,mobile,25,286.6479059466795
04a33338-f678-4626-9204-4ec0b2c9f92c,2026-02-07 10:32:28.983900,product_view,web,54,180.73244283305664
62384cf8-19c6-4e80-8166-2aeba0938ef9,2026-02-07 10:32:28.983900,user_signup,mobile,3,324.82105776559087
09727361-54a6-4923-b112-83cae1a0e8cc,2026-02-07 10:32:28.983900,product_view,mobile,57,121.24529090253876
0bcd2441-15fa-4a5f-a757-4265fdd58797,2026-02-07 10:32:28.983900,purchase,web,73,123.57247007438677
beea2bcf-ba4d-45a9-83d2-81da9fda224e,2026-02-07 10:32:28.983900,purchase,mobile,26,230.46001141303464
280e7298-caf0-4519-822e-fafaa3c47c6d,2026-02-07 10:32:28.983900,purchase,mobile,59,320.3145283327328
570000ff-a883-419b-a9c2-91f15ba6612b,2026-02-07 10:32:28.983900,add_to_cart,mobile,78,262.32709430595224
c1469272-b84d-4d22-b429-312c23b3c267,2026-02-07 10:32:28.983900,user_signup,web,32,238.27030006026098
858bd59d-1c64-4880-b546-871c5b509f92,2026-02-07 10:32:28.983900,product_view,web,50,403.60295642230943
0e3d7a3c-af26-4a50-90d9-193149f0040b,2026-02-07 10:32:28.983900,product_view,mobile,19,267.21715637676556
90400926-b737-484b-8f78-29f3b7a421bf,2026-02-07 10:32:28.983900,product_view,mobile,67,414.05718720688424
10ee83de-44a2-400b-95f3-ec1520393e53,2026-02-07 10:32:28.983900,user_signup,mobile,26,387.7250668835141
62cc0d47-ab94-4587-b593-fb14e5ce98ab,2026-02-07 10:32:28.983900,purchase,mobile,34,265.5091324340298
4e6d7d24-a867-4e3a-bb76-db9f35b97a78,2026-02-07 10:32:28.983900,product_view,web,43,217.2825595081297
9004a9a1-32f1-41bd-bc86-b02c4d686260,2026-02-07 10:32:28.983900,user_signup,web,34,299.0311625140823
48f56afc-c6fe-4a73-a64f-3e24bc539c25,2026-02-07 10:32:28.983900,purchase,web,7,174.0133716157998
9ac92c85-7b9e-4f78-b232-5a4c71294d8f,2026-02-07 10:32:28.983900,add_to_cart,mobile,46,178.53992750426966
98fb0b4e-517f-4375-bb9e-cd6c32261187,2026-02-07 10:32:28.983900,user_signup,web,81,454.7452998152681
cab70106-c5f7-41cf-b5fb-b44c88a24dca,2026-02-07 10:32:28.983900,product_view,web,71,65.38712503273749
06611232-817c-42ea-bf55-d375715f23d9,2026-02-07 10:32:28.983900,purchase,mobile,50,391.8645064249271
21a482f3-35a9-4163-b4b7-edea54586a45,2026-02-07 10:32:28.983900,purchase,mobile,9,148.42182074765878
77c149f1-b29a-470c-ad1a-05c3737542d7,2026-02-07 10:32:28.983900,user_signup,mobile,21,290.7994954173408
0cb73639-0ebd-403c-82ec-eee2558eead7,2026-02-07 10:32:28.983900,product_view,mobile,56,240.5008757419665
b10001fd-36d4-4f99-abc6-31aafaed158b,2026-02-07 10:32:28.983900,product_view,web,53,71.99036327945944
